h3_id,centroid_lat,centroid_lon,ward_id,hex_area_sqm,total_buildings,total_footprint_m2,builtup_pct,avg_floors,avg_height_m
8860145a05fffff,12.948716623587112,77.54778559292674,ward_51,758953.6778947758,364,34772.315628777826,4.581612375241535,,
8861892cc5fffff,13.038244224722586,77.62511523148396,ward_143,759784.7955179296,779,85002.93711999372,11.187764959424987,,
8861892c13fffff,13.038217520384142,77.63354515703287,ward_143,759892.6094219229,944,124276.39993816585,16.354468828523977,,
8861892eb7fffff,13.015838024554684,77.61209284369411,ward_67,759658.707412286,1714,161040.8668779408,21.19910761327453,,
8861892c91fffff,13.038373621640458,77.58297754464131,ward_98,759245.3302163274,192,44354.2888442936,5.841891557193508,,
8861892503fffff,12.94085691452429,77.65296748244728,ward_190,760314.3203505586,250,57265.837049219575,7.53186353544097,,
8860145953fffff,13.023562749560153,77.5321900688546,ward_108,758620.8780980889,378,93806.77399011001,12.365435318006222,,
8860145a15fffff,12.941307293829812,77.52661458699728,ward_136,758694.7953177192,568,126573.4989714539,16.683058820569425,0.41901408450704225,
8860145b5bfffff,12.963620892854221,77.56487686913171,ward_8,759146.7956549139,705,133759.1379544094,17.619667068345557,0.04680851063829787,105.0
8861892e9dfffff,12.985880539373694,77.62001482567304,ward_44,759813.6161027511,507,106516.42866696004,14.01875754916132,0.11242603550295859,44.4
8861892e85fffff,13.000788857073609,77.63712554735831,ward_89,760005.8258821041,999,150119.80074881768,19.752453946597115,0.003003003003003003,
8861892517fffff,12.94092051774546,77.63611008411775,ward_129,760098.7264500752,113,42860.32413504852,5.638783837360327,0.035398230088495575,
88618925edfffff,12.948419881094058,77.63202303367277,ward_104,760033.3355711278,152,17588.97003165289,2.314236653637783,,
8860145a3bfffff,12.94880032151652,77.52252990183392,ward_124,758629.268937444,257,55641.8435017783,7.334523696892386,,
8861892511fffff,12.933420660781271,77.64019712303947,ward_129,760164.0747330326,98,30523.09640825817,4.015330035029318,,
8861892ccdfffff,13.030748371366718,77.62920332466948,ward_143,759850.6441385932,1530,221271.8759337057,29.120443292451398,0.013071895424836602,
8860145a03fffff,12.941279179397798,77.53503253561821,ward_84,758802.9474271385,807,91879.1728185891,12.108436469589687,,
8860145865fffff,13.008580265964849,77.54036183251078,ward_65,758752.611405997,2190,216364.01113170496,28.515751758768168,,
8860145b2dfffff,13.015918403818239,77.58681337474295,ward_56,759334.9633181745,504,101462.86668904273,13.362069651799773,0.11706349206349206,85.5
8861892cd1fffff,13.023359989259543,77.59957821262947,ward_71,759485.0137328372,2059,269023.05943895655,35.42177325089266,,
8860145847fffff,12.986181649027918,77.52735926752091,ward_79,758625.5655548509,470,77360.42793548769,10.197445412864129,,
8861892ccbfffff,13.02330655464601,77.61643321769992,ward_107,759700.7848239425,1191,173569.24506593787,22.84705354176537,,
8861892cc9fffff,13.023279425240567,77.62486191422089,ward_107,759808.6307903178,1420,204670.14461133783,26.937064981540075,,
